,0
5632,IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet
5635,LoansReceivableHeldForSaleNetNotPartOfDisposalGroupMortgage
5637,PaymentsToAcquireRestrictedCertificatesOfDeposit
5638,ServicingAssetAtFairValueDisposals
5639,StockIssuedDuringPeriodValueStockDividend
5640,DividendsSharebasedCompensationStock
5641,EmployeeServiceShareBasedCompensationTaxBenefitFromExerciseOfStockOptions
5642,GainLossOnRepurchaseOfDebtInstrument
5645,LoansAndLeasesReceivableRelatedPartiesProceeds
5648,PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesPledged
5653,CommonEquityTierOneCapital
5654,CommonEquityTierOneCapitalRatio
5655,CommonEquityTierOneCapitalRequiredForCapitalAdequacy
5658,FeesAndCommissionsMortgageBankingAndServicing
5659,InterestExpenseFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase
5661,NoninterestBearingDomesticDepositBrokered
5663,StockIssuedDuringPeriodValueShareBasedCompensationForfeited
5664,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax
5673,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Amount
5674,EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017Percent
5677,GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments
5685,RepaymentsOfOtherLongTermDebt
5686,ServicingAsset
5721,FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear
5726,InterestBearingDomesticDepositDemand
5734,LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear
5742,ContractWithCustomerAssetNet
5744,ContractWithCustomerReceivableAfterAllowanceForCreditLoss
5745,DebtSecuritiesHeldToMaturityAmortizedCostAfterAllowanceForCreditLoss
5752,LoansAndLeasesReceivableImpairedNonperformingNonaccrualOfInterest
5771,CumulativeEffectOfInitialAdoptionOfFIN48
5806,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax
5808,OtherNoncashIncomeTaxExpense
5838,AssetsHeldForSaleOtherNoncurrent
5856,ShortTermBankLoansAndNotesPayable
5862,BusinessExitCosts
5863,CapitalizedComputerSoftwareAmortization
5875,FiniteLivedIntangibleAssetsAmortizationExpense
5876,ForeignCurrencyTransactionGainLossUnrealized
5881,ImpairmentOfRetainedInterest
5888,IncomeTaxReconciliationDispositionOfAssets
5900,MultiemployerPlanPeriodContributions
5908,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest
5909,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax
5914,OtherRestructuringCosts
5917,ProceedsFromDivestitureOfBusinessesNetOfCashDivested
5919,RestructuringCosts
5920,RestructuringCostsAndAssetImpairmentCharges
5921,SeveranceCosts
5937,CashFlowsBetweenTransfereeAndTransferorServicingFeeAdvances
5944,DeferredTaxAssetsEquityMethodInvestments
5976,LiabilitiesFairValueDisclosure
5977,LoansPayableFairValueDisclosure
5981,NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1
5984,NotesReceivableFairValueDisclosure
5994,ProceedsFromLegalSettlements
5998,RestructuringReserveAccrualAdjustment
6004,UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued
6006,CashFlowsBetweenTransfereeAndTransferorPurchasesOfPreviouslyTransferredFinancialAssets
6008,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesBeforeTax
6009,DefinedBenefitPlanActuarialNetGainsLosses
6010,DefinedBenefitPlanAmortizationOfGainsLosses
6011,DefinedBenefitPlanEstimatedFutureEmployerContributionsInNextFiscalYear
6012,DefinedBenefitPlanFundedStatusOfPlan
6013,DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities
6014,DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities
6015,DerivativeInstrumentsGainRecognizedInIncome
6016,DisposalGroupDeferredGainOnDisposal
6017,EquityMethodInvestmentDeferredGainOnSale
6024,GoodwillNotAllocatedAmount
6025,GuaranteeObligationsMaximumExposure
6030,LongLivedAssetsHeldForSaleGainLossOnSale
6037,LossContingencyAccrualCarryingValuePeriodIncreaseDecrease
6041,NumberOfInterestRateDerivativesHeld
6048,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent
6050,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax
6051,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax
6055,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax
6056,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax
6058,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax
6059,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax
6064,ProceedsFromRepaymentsOfRestrictedCashFinancingActivities
6065,RestructuringReserveSettledWithCash
6073,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice
6077,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice
6082,UnrecordedUnconditionalPurchaseObligationBalanceOnFirstAnniversary
6083,UnrecordedUnconditionalPurchaseObligationBalanceSheetAmount
6084,UnrecordedUnconditionalPurchaseObligationDueAfterFiveYears
6087,CashFlowsBetweenTransferorAndTransfereeBeneficialInterest
6088,DeferredRentCredit
6089,DefinedBenefitPlanAmortizationOfNetGainsLosses
6090,DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear
6091,DefinedBenefitPlanUltimateHealthCareCostTrendRate
6093,DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation
6100,GainLossOnSalesOfAssetsAndAssetImpairmentCharges
6108,LongLivedAssetsHeldForSaleImpairmentCharge
6109,LongLivedAssetsHeldForSaleProceedsFromSale
6110,LossContingencyAccrualAtCarryingValue
6111,LossContingencyRangeOfPossibleLossMaximum
6112,LossContingencyRangeOfPossibleLossMinimum
6116,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax
6117,OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax
6118,OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax
6119,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationTax
6121,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax
6122,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax
6126,SecuredDebtCurrent
6132,StockRepurchasedAndRetiredDuringPeriodShares
6135,TimeSharingTransactionsAggregateMaturitiesOfNotesReceivableGross
6136,TimeSharingTransactionsMaturitiesOfNotesReceivableFutureYears
6137,TimeSharingTransactionsMaturitiesOfNotesReceivableYearFour
6138,TimeSharingTransactionsMaturitiesOfNotesReceivableYearOne
6139,TimeSharingTransactionsMaturitiesOfNotesReceivableYearThree
6140,TimeSharingTransactionsMaturitiesOfNotesReceivableYearTwo
6141,TimeSharingTransactionsStatedInterestRatesForNotesReceivableMaximum
6142,TimeSharingTransactionsStatedInterestRatesForNotesReceivableMinimum
6143,TimeSharingTransactionsWeightedAverageOfStatedInterestRatesForNotesReceivable1
6145,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued
6147,CapitalLeasesBalanceSheetAssetsByMajorClassNet
6152,DefinedBenefitPlanFutureAmortizationOfGainLoss
6153,DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear
6156,GoodwillOtherChanges
6158,IncomeTaxReconciliationTaxSettlementsForeign
6162,LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities
6165,OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax
6166,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansBeforeTax
6167,PaymentsToAcquireManagementContractRights
6169,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax
6173,UnusualOrInfrequentItemNetGainLoss
6174,AccruedInsuranceNoncurrent
6175,AdjustmentForLongTermIntercompanyTransactionsGrossOfTax
6176,AllowanceForNotesAndLoansReceivableCurrent
6177,CapitalLeaseObligationsIncurred
6187,CapitalLeasesIndemnificationAgreementsPayments
6189,DebtAndCapitalLeaseObligations
6201,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationBeforeTax
6204,OtherNonrecurringIncome
6206,ProceedsFromIssuanceOfCommercialPaper
6207,ProceedsFromRepaymentsOfCommercialPaper
6209,StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount1
6210,TaxAdjustmentsSettlementsAndUnusualProvisions
6211,TimeSharingTransactionsMaturitiesOfNotesReceivableYearFive
6213,DeferredTaxAssetParentsBasisInDiscontinuedOperation
6214,GainLossOnSaleOfEquityInvestments
6215,LitigationReserve
6230,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations
6272,OtherComprehensiveIncomeDefinedBenefitPlansTax
6341,DefinedBenefitPlanNetPeriodicBenefitCost
6350,EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary
6355,EffectiveIncomeTaxRateReconciliationTaxContingencies
6356,EffectiveIncomeTaxRateReconciliationTaxSettlements
6361,GoodwillGross
6368,IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary
6369,IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets
6375,PaymentsToAcquireAdditionalInterestInSubsidiaries
6377,ProceedsFromSalesOfAssetsInvestingActivities
6378,ProductWarrantyAccrualAdditionsFromBusinessAcquisition
6380,ProductWarrantyAccrualNoncurrent
6384,RestrictedStockValueSharesIssuedNetOfTaxWithholdings
6387,StockIssuedDuringPeriodSharesRestrictedStockAwardNetOfForfeitures
6395,UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense
6398,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax
6402,BillingsInExcessOfCost
6403,BillingsInExcessOfCostCurrent
6404,BillingsInExcessOfCostNoncurrent
6407,CostsInExcessOfBillingsOnUncompletedContractsOrPrograms
6408,CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedAfterOneYear
6409,CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear
6411,DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent
6424,EffectiveIncomeTaxRateReconciliationDeductionsMedicarePrescriptionDrugBenefit
6437,IncomeTaxReconciliationDeductionsMedicarePrescriptionDrugBenefitSubsidy
6441,InterestCostsIncurredCapitalized
6444,InventoryRawMaterialsAndPurchasedPartsNetOfReserves
6448,LossContingencyAccrualCarryingValueNoncurrent
6478,DebtInstrumentDecreaseRepayments
6480,DebtInstrumentIncreaseAdditionalBorrowings
6481,DebtInstrumentIncreaseDecreaseOtherNet
6489,DisposalGroupIncludingDiscontinuedOperationInventory
6492,DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet
6515,PriceRiskCashFlowHedgeUnrealizedGainLossToBeReclassifiedDuringNext12Months
6516,RepaymentsOfSeniorDebt
6517,RestructuringAndRelatedCostExpectedCost
6518,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeLowerBound
6519,SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound
6521,UnrecognizedTaxBenefitsIncomeTaxPenaltiesExpense
6524,CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations
6525,DeconsolidationGainOrLossAmount
6530,IncomeTaxExpenseBenefitIntraperiodTaxAllocation
6536,PaymentsOfOrdinaryDividends
6537,PensionAndOtherPostretirementBenefitExpense
6542,CashDivestedFromDeconsolidation
6551,LiabilityForAsbestosAndEnvironmentalClaimsNetClaimsPaid
6554,PensionContributions
6555,ProceedsFromPaymentsToMinorityShareholders
6562,DefinedBenefitPlanSettlementsBenefitObligation
6563,DefinedBenefitPlanTransfersBetweenMeasurementLevels
6565,EffectiveIncomeTaxRateReconciliationDispositionOfBusiness
6567,IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges
6569,LiabilityForAsbestosAndEnvironmentalClaimsGross
6570,LiabilityForAsbestosAndEnvironmentalClaimsGrossIncurredLoss
6571,LiabilityForAsbestosAndEnvironmentalClaimsGrossIncurredLoss1
6572,LiabilityForAsbestosAndEnvironmentalClaimsNetPaymentForClaims
6576,RestructuringAndRelatedCostExpectedCost1
6579,TaxCreditCarryforwardAmount
6586,DefinedBenefitPlanActuarialGainLossImmediateRecognitionAsComponentInNetPeriodicBenefitCostCredit
6588,DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments
6591,StockholdersEquityNoteSpinoffTransaction
6598,NumberOfCountriesInWhichEntityOperates
6599,PaymentsForProceedsFromLifeInsurancePolicies
6602,TreasuryStockRetiredParValueMethodAmount
6603,TreasuryStockSharesRetired
6605,ContractWithCustomerAssetNetCurrent
6615,EquitySecuritiesFvNiCost
6616,EquitySecuritiesFvNiGainLoss
6620,TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateExistingIncomeTaxExpenseBenefit
6626,ContractWithCustomerLiabilityRevenueRecognized
6629,OciBeforeReclassificationsNetOfTaxAttributableToParent
6631,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax
6635,ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent
6636,RevenueRemainingPerformanceObligation
6637,TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateProvisionalIncomeTaxExpenseBenefit
6639,AllowanceForDoubtfulAccountsReceivableRecoveries
6641,EquitySecuritiesFvNiRealizedGain
6648,FinanceLeaseLiabilityPaymentsDueInNextRollingTwelveMonths
6649,FinanceLeaseLiabilityPaymentsDueInRollingAfterYearFive
6650,FinanceLeaseLiabilityPaymentsDueInRollingYearFive
6651,FinanceLeaseLiabilityPaymentsDueInRollingYearFour
6652,FinanceLeaseLiabilityPaymentsDueInRollingYearThree
6653,FinanceLeaseLiabilityPaymentsDueInRollingYearTwo
6659,IncomeTaxReconciliationTaxCredits
6661,LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive
6662,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive
6663,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour
6664,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree
6665,LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo
6666,LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths
6675,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization
6676,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization
6677,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization
6678,RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability
6682,CommonStockSharesHeldInEmployeeTrustShares
6684,LineOfCreditFacilityFairValueOfAmountOutstanding
6688,IncomeTaxReconciliationDispositionOfBusiness
6694,AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet
6714,DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalNetOfTax
6723,GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments
6734,IncomeTaxEffectsAllocatedDirectlyToEquityEmployeeStockOptions
6769,ProceedsFromLongTermLinesOfCredit
6772,RepaymentsOfLongTermCapitalLeaseObligations
6773,RepaymentsOfLongTermLinesOfCredit
6799,DeferredCompensationLiabilityCurrentAndNoncurrent
6800,DeferredCompensationPlanAssets
6841,PaymentsForPreviousAcquisition
6844,ProceedsFromAccountsReceivableSecuritization
6846,ProceedsFromRepaymentsOfOtherDebt
6848,RepaymentsOfAccountsReceivableSecuritization
6862,CooperativeAdvertisingAmount
6870,DerivativeAssetsLiabilitiesAtFairValueNet
6871,FiniteLivedIntangibleAssetsFutureAmortizationExpense
6872,FiniteLivedIntangibleAssetsUsefulLife
6873,FutureAmortizationExpenseAfterYearFive
6881,LineOfCreditFacilityCapacityAvailableForTradePurchases
6908,SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1
6919,BusinessCombinationBargainPurchaseGainRecognizedAmount
6934,RestructuringReserveTranslationAdjustment
6940,AccountsPayableOtherCurrent
6941,AccountsPayableTradeCurrent
6944,EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations
6949,EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes
6969,GainLossOnSaleOfOtherAssets
6978,ProceedsFromIssuanceOfOtherLongTermDebt
6981,RestructuringReserveAccrualAdjustment1
6986,CostOfServices
6993,PaymentsToAcquireBusinessTwoNetOfCashAcquired
6995,SalesRevenueServicesNet
7004,FiniteLivedIntangibleAssetsPeriodIncreaseDecrease
7009,ProceedsFromPreviousAcquisition
7017,UnamortizedDebtIssuanceExpense
7018,UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition
7025,GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee
7031,ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets
7034,CapitalizedContractCostNet
7035,ContractWithCustomerAssetReclassifiedToReceivable
7036,ContractWithCustomerLiabilityChangeInTimeframePerformanceObligationSatisfiedRevenueRecognized
7039,EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment
7045,TaxCutsAndJobsActOf2017ChangeInTaxRateIncomeTaxExpenseBenefit
7050,ContractWithCustomerLiabilityIncreaseDecreaseForContractAcquiredInBusinessCombination
7061,IncrementalCommonSharesAttributableToConversionOfDebtSecurities
7075,ProceedsFromIssuanceOfWarrants
7115,ProceedsFromIssuanceOfConvertiblePreferredStock
7125,AccruedBonusesCurrent
7136,AvailableForSaleSecuritiesNoncurrent
7162,EffectOfExchangeRateOnCash
7183,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeReclassificationAdjustmentsNetOfTax
7185,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesBeforeReclassificationAdjustmentsTax
7229,BusinessCombinationContingentConsiderationLiabilityNoncurrent
7244,IndefiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss
7256,ProceedsFromDebtNetOfIssuanceCosts
7272,ReclassificationFromAociCurrentPeriodTax
7276,DebtInstrumentFaceAmount
7345,ProceedsFromOtherDeposits
7368,BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet
7369,BusinessAcquisitionPurchasePriceAllocationCurrentAssets
7371,BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities
7372,BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment
7376,ConvertibleLongTermNotesPayable
7385,DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure
7391,ExtinguishmentOfDebtAmount
7397,IncreaseDecreaseInDepositsOutstanding
7406,PaymentsForProceedsFromOtherDeposits
7427,StockGrantedDuringPeriodValueSharebasedCompensationGross
7434,UnsecuredDebtCurrent
7437,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions
7438,BorrowingsUnderGuaranteedInvestmentAgreements
7450,LongTermDebtPercentageBearingFixedInterestRate
7454,OtherAdditionalCapital
7456,ProceedsFromOtherEquity
7467,AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock
7471,AdvertisingRevenue
7474,AmortizationOfAcquiredIntangibleAssets
7494,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile
7495,EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries
7496,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile
7497,EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries
7538,PaymentsToAcquireOtherInvestments
